demand_class,sku_count,total_qty,avg_adi,avg_cv2,avg_zero_ratio
Lumpy,3512,1242048.0,51.050106628144405,1.5815856073117862,0.8751178150379204
Erratic,87,990481.0,1.1298094680389534,1.6633813280480327,0.10796561035137275
Intermittent,13631,602921.0,292.58725568971494,0.11454946477992389,0.9546592145096313
Smooth,39,37229.0,1.1188575973118362,0.37398884855594045,0.09841010223912673
Insufficient,24,0.0,,0.0,
