week,observed,trend,seasonal,residual,residual_z,residual_anomaly
2024-06-24,14600.0,12563.789725648727,1283.2076598212052,753.002614530069,0.08924082938029305,False
2024-07-01,11710.0,12559.561418039619,-1136.5372274857996,286.9758094461813,-0.06915338141149177,False
2024-07-08,9820.0,12555.457352597947,-2745.7471236932465,10.289771095300239,-0.16319403787931977,False
2024-07-15,10370.0,12551.482161185053,-1988.5070887368454,-192.97507244820736,-0.2322801379138318,False
2024-07-22,9782.0,12547.59633104886,-2744.596708186772,-20.99962286208938,-0.17382874559992362,False
2024-07-29,8832.0,12543.75316265619,-1079.6246733208468,-2632.128489335344,-1.0613049413226794,False
2024-08-05,11417.0,12539.917235979974,-1882.215079779682,759.2978437997081,0.09138046568670323,False
2024-08-12,12841.0,12536.057419960196,-2807.26130974143,3112.2038897812345,0.8910913238494156,False
2024-08-19,10631.0,12532.143307667888,-1593.6219530310007,-307.5213546368868,-0.2712123790821119,False
2024-08-26,11387.0,12528.14593740927,1608.158562367391,-2749.304499776661,-1.1011309802867717,False
2024-09-02,9806.0,12524.02669819055,-1733.9514214209853,-984.0752767695649,-0.5011610073267947,False
2024-09-09,10115.0,12519.734431919987,-3277.390747408827,872.656315488839,0.1299089912219044,False
2024-09-16,12372.0,12515.22384556903,-1595.2930249730075,1452.0691794039776,0.3268411039271511,False
2024-09-23,9435.0,12510.442908894414,-2093.9627639124,-981.4801449820134,-0.5002789682532786,False
2024-09-30,16230.0,12505.340634696115,-3037.754726378514,6762.414091682398,2.131732758734651,False
2024-10-07,10625.0,12499.843684924916,-2477.6893157951704,602.8456308702553,0.03820514503293055,False
2024-10-14,13792.0,12493.86942085185,6651.967759615672,-5353.837180467522,-1.9863652499446733,False
2024-10-21,22287.0,12487.353363554572,2026.5737903371978,7773.072846108229,2.4752376688401374,False
2024-10-28,21560.0,12480.249895269948,3935.3222423825882,5144.427862347466,1.5818080568253896,False
2024-11-04,15740.0,12472.532839329175,3229.732177842126,37.734982828698776,-0.1538658992291351,False
2024-11-11,21364.0,12464.203655107789,7638.293046833098,1261.5032980591131,0.26207115496675315,False
2024-11-18,16795.0,12455.274125582138,1783.3406658326944,2556.3852085851668,0.702178453621845,False
2024-11-25,12068.0,12445.753379672364,3595.9722148111523,-3973.725594483516,-1.517289902600253,False
2024-12-02,20217.0,12435.648560610705,3373.760170900667,4407.591268488628,1.3313704221366107,False
2024-12-09,16233.0,12424.960113262438,4554.252487635821,-746.2126008982596,-0.420315720295128,False
2024-12-16,44462.0,12413.693465698998,10471.866842451911,21576.43969184909,7.166756212300424,True
2024-12-23,23820.0,12401.852148150077,11254.339237678609,163.80861417131382,-0.11101571739340713,False
2024-12-30,15142.0,12389.442984472242,6381.396607394786,-3628.8395918670267,-1.400069292966567,False
2025-01-06,10609.0,12376.472145573329,-1341.9397565644706,-425.53238900885844,-0.31132222780788615,False
2025-01-13,8403.0,12362.949934361184,-3036.2797932807457,-923.670141080438,-0.48063037756285304,False
2025-01-20,10375.0,12348.875642753901,-2710.8041944405213,736.9285516866203,0.08377754170986107,False
2025-01-27,8316.0,12334.268381363247,-3639.5969042408237,-378.6714771224233,-0.29539503848258725,False
2025-02-03,7085.0,12319.18136989746,-2005.2084952676332,-3228.972874629826,-1.2641617176774436,False
2025-02-10,7794.0,12303.672843031318,-4762.533447084048,252.8606040527302,-0.080748532109578,False
2025-02-17,9607.0,12287.801577313847,-1983.3795003013872,-697.4220770124593,-0.4037326902189547,False
2025-02-24,8594.0,12271.626426612947,-2749.1439211531633,-928.4825054597841,-0.4822660145038908,False
2025-03-03,10882.0,12255.183962759964,-2269.6103941571837,896.4264313972199,0.1379880302571365,False
2025-03-10,7818.0,12238.499149097752,-3393.7986725103356,-1026.7004765874153,-0.5156485535609115,False
2025-03-17,10414.0,12221.583081691026,-4456.440639712655,2648.8575580216293,0.7336081581994907,False
2025-03-24,9354.0,12204.455728257703,-3424.8751367957943,574.4194085380914,0.028543578352695442,False
2025-03-31,9160.0,12187.161857725081,-2731.2344809506744,-295.9273767744071,-0.2672717925033327,False
2025-04-07,7203.0,12169.77932373417,-4271.426594091696,-695.3527296424745,-0.4030293559043892,False
2025-04-14,11594.0,12152.400312487662,-1173.9981050114754,615.597792523813,0.042539377654251455,False
2025-04-21,10209.0,12135.091782740332,-1859.794384176943,-66.29739856338892,-0.18922465277641984,False
2025-04-28,10273.0,12117.880674505008,-2543.9082279492227,699.0275534442153,0.07089566744997611,False
2025-05-05,9412.0,12100.748963674725,-2719.043142205794,30.29417853106861,-0.15639489608408444,False
2025-05-12,11118.0,12083.65737318051,-1813.8758912317076,848.2185180511988,0.12160301912674185,False
2025-05-19,20599.0,12066.554551938209,6562.288232637142,1970.1572154246496,0.5029299998682085,False
2025-05-26,17570.0,12049.37527339703,888.725569109823,4631.899157493148,1.4076086785322846,False
2025-06-02,14220.0,12032.053753533208,2071.652715973005,116.29353049378733,-0.12716524805925086,False
2025-06-09,12060.0,12014.53034975383,-171.30822135477035,216.77787160093976,-0.09301241021179077,False
2025-06-16,17814.0,11996.76743595729,1554.2779595533102,4262.9546044894,1.2822109961212111,False
2025-06-23,13051.0,11978.748501055927,1576.593082564614,-504.3415836205404,-0.3381080694107239,False
2025-06-30,11015.0,11960.464366093087,-1651.2970266866687,705.8326605935817,0.07320860216643175,False
2025-07-07,8842.0,11941.900509167172,-3736.257307115322,636.3567979481504,0.04959499386589494,False
2025-07-14,8970.0,11923.025815811334,-3192.733196227957,239.70738041662298,-0.08521907855557916,False
2025-07-21,8301.0,11903.798566767879,-3665.677727877131,62.87916110925289,-0.1453198408665922,False
2025-07-28,9430.0,11881.798387314439,-2498.1178409636136,46.31945364917556,-0.15094819049255337,False
2025-08-04,8079.0,11858.95480846042,-3319.5255127049827,-460.4292957554371,-0.32318306487326454,False
2025-08-11,8402.0,11835.353063087852,-3362.1373639034214,-71.21569918443129,-0.19089629555921325,False
2025-08-18,10827.0,11811.111083123998,-1110.1140657311134,126.00298260711497,-0.12386517821791561,False
2025-08-25,14678.0,11786.342030129845,2925.62031344431,-33.96234357415415,-0.17823454349503018,False
2025-09-01,12164.0,11761.1405781639,-83.84509656940162,486.7045184055005,-0.0012691505411692053,False
2025-09-08,8299.0,11735.58154137181,-3182.6109388002596,-253.97060257155135,-0.2530114322306351,False
2025-09-15,8656.0,11709.722213937697,-2612.8064536652837,-440.91576027241354,-0.31655076171200186,False
2025-09-22,10925.0,11683.607650367283,-1371.0463394342576,612.4386890669739,0.04146565465506568,False
2025-09-29,8899.0,11657.273950104072,-2776.8121529782875,18.53820287421513,-0.1603905428278797,False
2025-10-06,9794.0,11630.7491316677,-1686.651661474031,-150.09747019367023,-0.2177068045869453,False
2025-10-13,23058.0,11604.055796362785,11426.278999091013,27.665204546201494,-0.1572884375177155,False
2025-10-20,16701.0,11577.212881004047,5096.482560809943,27.30455818601149,-0.1574110147921857,False
2025-10-27,19479.0,11550.236282607066,7971.701705922421,-42.937988529485665,-0.18128520535297005,False
2025-11-03,13316.0,11523.139455045168,1766.2778782709656,26.5826666838675,-0.1576563728563829,False
2025-11-10,19146.0,11495.933947070966,8109.641846067883,-459.5757931388489,-0.3228929745353517,False
2025-11-17,15377.0,11468.629810908911,3825.15155803224,83.2186310588495,-0.13840681729059925,False
2025-11-24,14450.0,11441.236224603545,2877.754917425207,131.0088579712483,-0.12216377033971168,False
2025-12-01,16434.0,11413.761076428222,4909.695162109112,110.54376146266623,-0.1291194921456088,False
2025-12-08,15861.0,11386.210937778567,3943.3330965515265,531.4559656699057,0.013941069330109856,False
2025-12-15,22857.0,11358.591143088099,11439.63115670575,58.777700206152076,-0.1467138543777315,False
2025-12-22,24698.0,11330.905657395888,13305.969818893924,61.12452371018844,-0.14591621086724169,False
2025-12-29,18639.0,11303.157634010895,7312.011973713369,23.830392275736813,-0.15859182190781634,False
2026-01-05,10430.0,11275.3496359392,-1394.106243771069,548.7566078318705,0.01982124946468863,False
2026-01-12,7406.0,11247.483611501226,-4445.753912443418,604.270300942193,0.03868936501603352,False
2026-01-19,7856.0,11219.560456599242,-3184.524474267596,-179.03598233164485,-0.22754248944794353,False
2026-01-26,7757.0,11191.58015819644,-3749.960078096027,315.37991989958573,-0.05949933016501933,False
2026-02-02,8770.0,11163.54250251623,-2227.3095414634226,-166.2329610528068,-0.2231909705458346,False
2026-02-09,9180.0,11135.446903861499,-6894.604953801685,4939.158049940186,1.5120405035839488,False
2026-02-16,9394.0,11107.29276377603,-2187.5028053599926,474.2100415839632,-0.005515800677629511,False
2026-02-23,8071.0,11079.079310074265,-3572.373977390549,564.2946673162842,0.025102359139971133,False
2026-03-02,8456.0,11050.805087459532,-2377.0717097640377,-217.7333776954947,-0.24069504490503005,False
2026-03-09,7106.0,11022.468011437453,-4531.4821547234815,615.0141432860291,0.042341005673520934,False
2026-03-16,6214.0,10994.065960015874,-4888.966878534536,108.90091851866055,-0.12967786520211957,False
2026-03-23,7063.0,10965.596266113736,-3635.5576484449502,-267.0386176687862,-0.25745301781189595,False
2026-03-30,7534.0,10937.056130486328,-3397.3503453457147,-5.705785140613443,-0.16863064255210697,False
2026-04-06,6164.0,10908.443090523127,-5017.57294018149,273.1298496583622,-0.07385937653735501,False
