sku_cd,demand_class,abc_class,total_qty,latest_stock_qty,avg_aging,stockout_rate,stock_snapshots,weekly_velocity,coverage_weeks,stock_risk
MWTGABO01MT001,Intermittent,C,4.0,74.0,41.5,0.0,10.0,0.3333333333333333,222.0,low
MFTGSMM02CO0XL,Intermittent,C,14.0,7.0,269.57142857142856,0.0,23.0,0.3333333333333333,21.0,low
MFTGSMM02CO00L,Intermittent,C,10.0,24.0,265.125,0.0,23.0,0.3333333333333333,72.0,low
MFTGSMM02CO00M,Intermittent,C,8.0,35.0,266.3181818181818,0.0,23.0,0.3333333333333333,105.0,low
MYLEAXT02QH001,Intermittent,B,172.0,30.0,559.9411764705883,0.0,26.0,0.3333333333333333,90.0,low
MMRDATA03BK001,Lumpy,A,447.0,4.0,1051.0,0.0,26.0,0.3333333333333333,12.0,low
MMRDATA03CO001,Lumpy,A,394.0,8.0,1098.0,0.0,26.0,0.3333333333333333,24.0,low
MMRBSBF05BK001,Lumpy,A,1095.0,4.0,46.0,0.0,26.0,0.3333333333333333,12.0,low
MXVFATT02BK001,Intermittent,B,118.0,40.0,391.51851851851853,0.0,26.0,0.3333333333333333,120.0,low
MYZDSTA02CO001,Intermittent,A,423.0,10.0,1336.0,0.0,26.0,0.3333333333333333,30.0,low
MEXESAH01LU041,Intermittent,B,132.0,10.0,569.2,0.0,26.0,0.3333333333333333,30.0,low
MEXEAMM07BK041,Intermittent,B,109.0,10.0,738.2857142857143,0.0,26.0,0.3333333333333333,30.0,low
MWRBSVI01CO001,Intermittent,B,51.0,12.0,1257.8,0.0,26.0,0.3333333333333333,36.0,low
MFPGSMM03NL040,Intermittent,C,11.0,46.0,235.2972972972973,0.0,22.0,0.3333333333333333,138.0,low
MFPGAMM05PZ042,Intermittent,C,4.0,26.0,100.61904761904762,0.0,16.0,0.3333333333333333,78.0,low
MEXESMM05BK043,Intermittent,B,103.0,38.0,63.77777777777778,0.0,26.0,0.3333333333333333,114.0,low
MFWFSMM02CO00M,Intermittent,B,84.0,64.0,11.0,0.0,26.0,0.3333333333333333,192.0,low
MHAEAMM02BK00L,Lumpy,B,53.0,5.0,588.0,0.0,26.0,0.3333333333333333,15.0,low
MHAEAMM07CO00L,Lumpy,B,48.0,8.0,669.6666666666666,0.0,26.0,0.3333333333333333,24.0,low
MFWDSMM03CO00S,Intermittent,B,132.0,5.0,1142.5,0.0,26.0,0.3333333333333333,15.0,low
MYSESAK01L8001,Intermittent,A,234.0,5.0,942.5,0.0,26.0,0.3333333333333333,15.0,low
MXZEATA01QH001,Intermittent,B,171.0,31.0,814.4,0.0,26.0,0.3333333333333333,93.0,low
MEXESAH01FR044,Intermittent,B,60.0,6.0,548.5,0.0,26.0,0.3333333333333333,18.0,low
MFWFSMM01CO0XS,Intermittent,C,27.0,28.0,215.11764705882354,0.0,26.0,0.3333333333333333,84.0,low
MFWDSMM04CO00S,Intermittent,B,148.0,8.0,963.8333333333334,0.0,26.0,0.3333333333333333,24.0,low
MEZFSMM07CO001,Intermittent,B,117.0,14.0,604.875,0.0,26.0,0.3333333333333333,42.0,low
MYZFSAC03CO001,Intermittent,B,87.0,42.0,339.4,0.0,26.0,0.3333333333333333,126.0,low
MFWFSMM03XC00S,Intermittent,C,22.0,17.0,458.3333333333333,0.0,26.0,0.3333333333333333,51.0,low
MFWFSMM03XC0XS,Intermittent,C,9.0,9.0,537.0,0.0,26.0,0.3333333333333333,27.0,low
MYZFSAC04IN001,Intermittent,C,28.0,20.0,391.75,0.0,26.0,0.3333333333333333,60.0,low
MESDAMM11CO037,Intermittent,B,122.0,9.0,12.0,0.0,26.0,0.25,36.0,low
MFWESMM01H00XL,Intermittent,B,78.0,0.0,,0.0,17.0,0.25,0.0,high
MECBAMM01CO001,Lumpy,A,2063.0,5.0,1105.0,0.0,26.0,0.25,20.0,low
MYZBAMM02BK001,Intermittent,B,213.0,6.0,1059.3333333333333,0.0,26.0,0.25,24.0,low
MEEEAMM02P6001,Intermittent,B,133.0,6.0,760.0,0.0,26.0,0.25,24.0,low
MHAEAMM03BK00M,Intermittent,C,22.0,21.0,588.0,0.0,26.0,0.25,84.0,low
MEXESAH02CO040,Intermittent,C,23.0,14.0,503.9166666666667,0.0,26.0,0.25,56.0,low
MZE8SXL95PZ001,Intermittent,C,8.0,0.0,,0.0,24.0,0.25,0.0,high
MHVFSMM01VC00S,Intermittent,C,8.0,21.0,487.6,0.0,26.0,0.25,84.0,low
MEZCAMM17PZ0ML,Intermittent,A,277.0,46.0,460.84,0.0,26.0,0.25,184.0,low
MFEFSMM01VC00S,Intermittent,C,34.0,46.0,493.85714285714283,0.0,26.0,0.25,184.0,low
MFDFAMM01VC00L,Intermittent,C,13.0,13.0,318.3,0.0,26.0,0.25,52.0,low
MHTGABC02BK2XL,Intermittent,C,3.0,36.0,64.95652173913044,0.0,12.0,0.25,144.0,low
MWSESAC04SV001,Intermittent,C,44.0,33.0,364.3333333333333,0.0,26.0,0.25,132.0,low
MWHESAC01OQ001,Lumpy,A,276.0,1.0,371.0,0.0,26.0,0.25,4.0,medium
MFTFSMM121B00S,Intermittent,C,20.0,50.0,530.1333333333333,0.0,26.0,0.25,200.0,low
MYLAAVI01CO001,Lumpy,A,4034.0,14.0,748.5714285714286,0.0,26.0,0.25,56.0,low
MHADAMM04BK00L,Intermittent,B,130.0,10.0,648.1666666666666,0.0,26.0,0.25,40.0,low
MYSESAK01OQ001,Lumpy,B,153.0,2.0,956.0,0.0,26.0,0.25,8.0,low
MYSESAC03CO001,Lumpy,A,246.0,3.0,962.0,0.0,26.0,0.25,12.0,low
MFWFSMM02CO00S,Intermittent,C,30.0,55.0,249.2173913043478,0.0,26.0,0.25,220.0,low
MYBFSTA01CO100,Intermittent,B,48.0,12.0,611.6666666666666,0.0,26.0,0.25,48.0,low
MYBFSUM02I9080,Intermittent,C,44.0,10.0,562.0,0.0,26.0,0.25,40.0,low
MFTFAMM03WT00M,Intermittent,B,71.0,8.0,299.0,0.0,26.0,0.25,32.0,low
MFTFAMM03BW00M,Intermittent,C,3.0,92.0,69.97674418604652,0.0,13.0,0.25,368.0,low
MYBFSTA01CO110,Intermittent,C,36.0,8.0,613.625,0.0,26.0,0.25,32.0,low
MYBFATA02K8100,Intermittent,C,10.0,18.0,384.3333333333333,0.0,26.0,0.25,72.0,low
MWSEATA01QH001,Intermittent,B,212.0,35.0,846.2608695652174,0.0,26.0,0.25,140.0,low
MWSEATA05XC001,Lumpy,A,842.0,0.0,,0.0,20.0,0.25,0.0,high
MXZFATA14CO001,Intermittent,C,44.0,2.0,366.0,0.0,26.0,0.25,8.0,low
MFPFSMM03I9038,Intermittent,C,32.0,13.0,537.625,0.0,26.0,0.25,52.0,low
MHTFAMM01CO00M,Intermittent,C,37.0,9.0,396.57142857142856,0.0,26.0,0.25,36.0,low
MEXESMM05CO046,Intermittent,B,52.0,19.0,79.5,0.0,26.0,0.25,76.0,low
MXSBSVI01CO001,Lumpy,A,3896.0,6.0,956.0,0.0,26.0,0.25,24.0,low
MXSDSTA02CO001,Intermittent,A,569.0,0.0,,0.0,15.0,0.25,0.0,high
MHHGAMM02OQ048,Intermittent,C,3.0,20.0,73.41176470588235,0.0,13.0,0.25,80.0,low
MFTFSMM03VC00M,Intermittent,B,50.0,3.0,452.6666666666667,0.0,26.0,0.25,12.0,low
MEXEAAJ01VC044,Intermittent,C,3.0,60.0,76.06666666666666,0.0,14.0,0.25,240.0,low
MEXEAAJ01WG041,Intermittent,C,46.0,42.0,399.7826086956522,0.0,26.0,0.25,168.0,low
MFTEAMM03CO0XS,Intermittent,C,17.0,7.0,678.2857142857143,0.0,26.0,0.25,28.0,low
MXZGSTA20WT001,Intermittent,B,66.0,114.0,277.0,0.0,23.0,0.25,456.0,low
MXZGSTA24MT001,Intermittent,C,5.0,50.0,141.0,0.0,19.0,0.25,200.0,low
MXZGSTA26MT001,Intermittent,C,7.0,46.0,143.78571428571428,0.0,19.0,0.25,184.0,low
MXZGSTT11CO001,Intermittent,C,3.0,44.0,32.666666666666664,0.0,7.0,0.25,176.0,low
MXBAAVI03WT001,Lumpy,A,2966.0,10.0,391.57142857142856,0.0,26.0,0.25,40.0,low
MESESMM05WT038,Intermittent,B,114.0,5.0,879.25,0.0,26.0,0.25,20.0,low
MESESMM05WT039,Intermittent,B,105.0,1.0,61.0,0.0,26.0,0.25,4.0,medium
MESESMM04XJ037,Intermittent,C,14.0,35.0,225.45833333333334,0.0,22.0,0.25,140.0,low
MESESMM02L9036,Intermittent,C,39.0,8.0,928.7142857142857,0.0,26.0,0.25,32.0,low
MXAESAK02BK001,Intermittent,B,111.0,7.0,963.0,0.0,26.0,0.25,28.0,low
MELESMM01I9001,Intermittent,B,94.0,22.0,911.1111111111111,0.0,26.0,0.25,88.0,low
MEXFSMM02CO035,Intermittent,C,11.0,2.0,321.5,0.0,26.0,0.25,8.0,low
MHPEASE01ET00L,Intermittent,C,26.0,21.0,686.75,0.0,26.0,0.25,84.0,low
MMKAAVE10CO001,Lumpy,A,4053.0,28.0,655.1428571428571,0.0,26.0,0.25,112.0,low
MMKAAVE13BK001,Intermittent,A,248.0,5.0,701.4,0.0,26.0,0.25,20.0,low
MHVFSMM01VC00M,Intermittent,C,13.0,20.0,574.3571428571429,0.0,26.0,0.25,80.0,low
MHWDSMM01HO00M,Intermittent,B,100.0,2.0,1142.0,0.0,26.0,0.25,8.0,low
MHJGSMM03BW00S,Intermittent,C,38.0,22.0,259.2105263157895,0.0,24.0,0.25,88.0,low
MYAFSAC01BK001,Intermittent,B,51.0,78.0,497.4166666666667,0.0,26.0,0.25,312.0,low
MHPEAMM01BK00M,Intermittent,B,58.0,5.0,812.5,0.0,26.0,0.25,20.0,low
MHPDSMM11BK00L,Intermittent,B,77.0,1.0,1020.0,0.0,25.0,0.25,4.0,medium
MMRESKK02FF001,Intermittent,B,96.0,9.0,547.8333333333334,0.0,26.0,0.25,36.0,low
MMRBABF01H9001,Lumpy,A,231.0,2.0,1838.0,0.0,26.0,0.25,8.0,low
MHAGSBC01BK0XL,Intermittent,C,33.0,102.0,225.61764705882354,0.0,24.0,0.25,408.0,low
MHAGSBC01CO00L,Intermittent,C,3.0,48.0,66.6,0.0,11.0,0.25,192.0,low
MHAGSBC01CO00S,Intermittent,C,3.0,28.0,65.30434782608695,0.0,11.0,0.25,112.0,low
MFTGAMM01WT00L,Intermittent,C,3.0,22.0,47.0,0.0,9.0,0.25,88.0,low
MYLEAXT03BK001,Lumpy,A,582.0,3.0,667.6666666666666,0.0,26.0,0.25,12.0,low
MFTFSMM10XC00L,Intermittent,C,29.0,6.0,606.0,0.0,26.0,0.25,24.0,low
MESFAAP02SV039,Intermittent,C,19.0,8.0,358.85714285714283,0.0,26.0,0.25,32.0,low
MESESSW02I9038,Intermittent,B,137.0,3.0,935.0,0.0,26.0,0.25,12.0,low
MHTFSMM01CO00M,Intermittent,C,34.0,6.0,354.0,0.0,26.0,0.25,24.0,low
MHTFSMM01CO00S,Intermittent,C,18.0,2.0,523.0,0.0,26.0,0.25,8.0,low
MHTFSMM03VC0XL,Intermittent,C,33.0,11.0,558.0,0.0,26.0,0.25,44.0,low
MHTFSMM04WT00S,Intermittent,C,33.0,1.0,620.0,0.0,26.0,0.25,4.0,medium
MHTFSMM05CO2XL,Intermittent,C,21.0,9.0,451.3333333333333,0.0,26.0,0.25,36.0,low
MHTFSMM06BK00L,Intermittent,C,28.0,5.0,585.3333333333334,0.0,26.0,0.25,20.0,low
MESESMM01OQ036,Intermittent,C,43.0,5.0,947.4,0.0,26.0,0.25,20.0,low
MHTFSMM12VC00L,Lumpy,C,30.0,11.0,475.0,0.0,26.0,0.25,44.0,low
MFJESMM06BK038,Intermittent,C,7.0,22.0,938.4736842105264,0.0,26.0,0.25,88.0,low
MFJGSMM04L800M,Intermittent,C,4.0,39.0,187.89655172413794,0.0,20.0,0.25,156.0,low
MEXESAJ04WT040,Intermittent,C,33.0,3.0,912.0,0.0,26.0,0.25,12.0,low
MEXEAMM08CO046,Intermittent,C,40.0,1.0,732.0,0.0,26.0,0.25,4.0,medium
MFJGSMM051H042,Intermittent,C,11.0,45.0,208.78947368421052,0.0,21.0,0.25,180.0,low
MEHEAMM03E4001,Lumpy,B,85.0,14.0,505.0,0.0,26.0,0.25,56.0,low
MYBGAUM01PZ110,Intermittent,C,3.0,71.0,97.17241379310344,0.0,16.0,0.25,284.0,low
MHJFAMM01VC00L,Intermittent,B,77.0,25.0,373.6818181818182,0.0,26.0,0.25,100.0,low
MHJFAMM01VC00M,Intermittent,B,68.0,44.0,354.14285714285717,0.0,26.0,0.25,176.0,low
MHJFAMM01VC00S,Intermittent,C,42.0,23.0,346.76190476190476,0.0,26.0,0.25,92.0,low
MHJGSMM02GK046,Intermittent,C,11.0,28.0,234.39285714285714,0.0,22.0,0.25,112.0,low
MHJGSMM03BW00L,Intermittent,B,49.0,24.0,275.60869565217394,0.0,24.0,0.25,96.0,low
MHJESMM05CO0XS,Intermittent,B,56.0,36.0,842.2857142857143,0.0,26.0,0.25,144.0,low
MHTFSMM07BK0XS,Intermittent,C,11.0,7.0,582.0,0.0,26.0,0.25,28.0,low
MXAGATA05CO001,Intermittent,C,3.0,86.0,26.2,0.0,6.0,0.25,344.0,low
MXBBAVI09H9001,Lumpy,A,438.0,2.0,1847.0,0.0,26.0,0.25,8.0,low
MELCAZY01BW001,Intermittent,C,10.0,21.0,671.3333333333334,0.0,26.0,0.25,84.0,low
MHTFSMM01L800S,Intermittent,C,36.0,9.0,551.4,0.0,26.0,0.25,36.0,low
MHTFSMM05BK00M,Intermittent,B,93.0,51.0,517.5128205128206,0.0,26.0,0.25,204.0,low
MHTFSMM03VC00S,Intermittent,C,28.0,31.0,564.1818181818181,0.0,26.0,0.25,124.0,low
MWSGSUP01CO001,Intermittent,C,18.0,19.0,215.53333333333333,0.0,23.0,0.25,76.0,low
MEXGAMM02BK044,Intermittent,C,3.0,19.0,95.07692307692308,0.0,16.0,0.25,76.0,low
MPFGSMM08CO001,Intermittent,C,24.0,105.0,189.57575757575756,0.0,20.0,0.25,420.0,low
MFKESMM01LI040,Intermittent,C,18.0,7.0,869.25,0.0,26.0,0.25,28.0,low
MELCAZY03BW001,Intermittent,C,17.0,18.0,642.2857142857143,0.0,26.0,0.25,72.0,low
MEXESMM01CO046,Intermittent,C,16.0,6.0,719.3333333333334,0.0,26.0,0.25,24.0,low
MEXEAAJ06CC042,Intermittent,B,86.0,13.0,638.25,0.0,26.0,0.25,52.0,low
MEXEAAJ01VC042,Intermittent,C,3.0,82.0,75.35897435897436,0.0,14.0,0.25,328.0,low
MHPFSMM09KF00L,Intermittent,C,8.0,3.0,419.0,0.0,26.0,0.25,12.0,low
MHPFSMM09KF00M,Intermittent,C,7.0,4.0,419.0,0.0,26.0,0.25,16.0,low
MYLFSAC04P6001,Intermittent,B,195.0,2.0,615.0,0.0,26.0,0.25,8.0,low
MFCEAMM02LI0XS,Intermittent,C,19.0,31.0,556.7857142857143,0.0,26.0,0.25,124.0,low
MMGESVE01CO001,Intermittent,B,104.0,9.0,987.7142857142857,0.0,26.0,0.25,36.0,low
MFADAMM05CO00L,Intermittent,B,93.0,16.0,973.7,0.0,26.0,0.25,64.0,low
MFADAMM05CO00M,Intermittent,B,116.0,13.0,972.8333333333334,0.0,26.0,0.25,52.0,low
MFAEAMM02VC00M,Intermittent,B,57.0,9.0,755.5,0.0,26.0,0.25,36.0,low
MPFESMM01CO001,Lumpy,C,29.0,54.0,634.7894736842105,0.0,26.0,0.25,216.0,low
MWBESEA06BK001,Intermittent,A,501.0,21.0,760.4166666666666,0.0,26.0,0.25,84.0,low
MHAESBC01ET0XL,Intermittent,C,30.0,4.0,997.75,0.0,26.0,0.25,16.0,low
MHAESBC01ET0XS,Intermittent,C,27.0,21.0,979.2222222222222,0.0,26.0,0.25,84.0,low
MHAESBC01L800M,Lumpy,C,32.0,29.0,571.2307692307693,0.0,26.0,0.25,116.0,low
MHCFSMM01Q100S,Intermittent,C,14.0,22.0,248.9,0.0,26.0,0.25,88.0,low
MHAGSMM01XJ00M,Intermittent,C,11.0,50.0,218.92105263157896,0.0,21.0,0.25,200.0,low
MEXESMM02BK037,Intermittent,B,146.0,12.0,618.5,0.0,26.0,0.25,48.0,low
MEXESMM02BK039,Intermittent,B,153.0,9.0,941.4,0.0,26.0,0.25,36.0,low
MEXESMM02BK040,Intermittent,B,115.0,11.0,837.0,0.0,26.0,0.25,44.0,low
MESFAAP02SV036,Intermittent,C,6.0,26.0,346.2173913043478,0.0,26.0,0.25,104.0,low
MEXFSAJ021A042,Intermittent,C,21.0,26.0,405.63157894736844,0.0,26.0,0.25,104.0,low
MESFAMM01CO039,Intermittent,C,37.0,51.0,232.58620689655172,0.0,26.0,0.25,204.0,low
MESFSAH01PV037,Intermittent,C,43.0,42.0,423.92857142857144,0.0,26.0,0.25,168.0,low
MEXDSMM10WT425,Lumpy,A,252.0,5.0,1162.0,0.0,26.0,0.25,20.0,low
MFKGAMM01LI00M,Intermittent,C,3.0,54.0,77.7,0.0,13.0,0.25,216.0,low
MHDEAMM02G000S,Lumpy,B,50.0,16.0,713.3333333333334,0.0,26.0,0.25,64.0,low
MHDEAMM02G00XS,Lumpy,C,27.0,2.0,758.0,0.0,26.0,0.25,8.0,low
MESFSMM05BK036,Intermittent,C,10.0,18.0,339.2,0.0,26.0,0.25,72.0,low
MESFSMM03BK038,Intermittent,C,20.0,31.0,592.4166666666666,0.0,26.0,0.25,124.0,low
MHTFAMM08WT00S,Intermittent,C,21.0,3.0,305.0,0.0,24.0,0.25,12.0,low
MHTFAMM05LU00M,Intermittent,C,25.0,4.0,383.0,0.0,26.0,0.25,16.0,low
MXBESCJ01K1095,Intermittent,B,120.0,12.0,846.8888888888889,0.0,26.0,0.25,48.0,low
MEHESMM02IG058,Lumpy,A,290.0,5.0,935.3333333333334,0.0,26.0,0.25,20.0,low
MEHFSMM05CO058,Intermittent,B,82.0,5.0,567.0,0.0,26.0,0.25,20.0,low
MEHESMM04VC001,Lumpy,A,219.0,51.0,566.9642857142857,0.0,26.0,0.25,204.0,low
MHTFSMM18I900M,Intermittent,C,35.0,11.0,510.4,0.0,26.0,0.25,44.0,low
MHTFSMM17L82XL,Intermittent,B,66.0,1.0,631.0,0.0,26.0,0.25,4.0,medium
MFJESMM05VC044,Intermittent,C,9.0,10.0,229.4,0.0,22.0,0.25,40.0,low
MEXGAMM02BK045,Intermittent,C,3.0,14.0,93.54545454545455,0.0,16.0,0.25,56.0,low
MEXFSMM04MT043,Intermittent,C,18.0,2.0,602.0,0.0,26.0,0.25,8.0,low
MESESMM01C7037,Intermittent,B,93.0,9.0,942.5714285714286,0.0,26.0,0.25,36.0,low
MHTFSMM17L800S,Intermittent,C,47.0,14.0,561.2,0.0,26.0,0.25,56.0,low
MHTFSMM17BK00S,Intermittent,C,12.0,15.0,314.84615384615387,0.0,26.0,0.25,60.0,low
MUV9SVY09BK001,Intermittent,C,29.0,2.0,46.0,0.0,26.0,0.25,8.0,low
MWPFAMT10CO001,Intermittent,B,112.0,10.0,360.0,0.0,26.0,0.25,40.0,low
MWPFSMT04Q2001,Intermittent,B,115.0,13.0,365.5,0.0,26.0,0.25,52.0,low
MWPEAMT02WT001,Intermittent,C,29.0,37.0,505.5833333333333,0.0,26.0,0.25,148.0,low
MEXGAMM02BK041,Intermittent,C,3.0,13.0,97.27272727272727,0.0,16.0,0.25,52.0,low
MESESAH02CO040,Intermittent,B,75.0,8.0,904.5,0.0,26.0,0.25,32.0,low
MESESAH02BK039,Intermittent,C,29.0,17.0,489.6,0.0,26.0,0.25,68.0,low
MHTFSMM18I900L,Intermittent,C,19.0,15.0,535.2222222222222,0.0,26.0,0.25,60.0,low
MHPFSMM071B00S,Intermittent,C,21.0,1.0,441.0,0.0,26.0,0.25,4.0,medium
MHPFSMM071B0XS,Intermittent,C,8.0,1.0,441.0,0.0,26.0,0.25,4.0,medium
MHPGSMM04CO052,Intermittent,C,13.0,19.0,214.83333333333334,0.0,21.0,0.25,76.0,low
MHPFSMM02Q2048,Intermittent,C,21.0,5.0,502.25,0.0,26.0,0.25,20.0,low
MHPFSMM02Q2050,Intermittent,C,17.0,6.0,476.3333333333333,0.0,26.0,0.25,24.0,low
MHPFSMM03I9050,Intermittent,C,30.0,15.0,539.2307692307693,0.0,26.0,0.25,60.0,low
MEFCSSX02BK001,Lumpy,B,90.0,0.0,,0.0,21.0,0.25,0.0,high
MUZ9SFI21CO001,Intermittent,C,13.0,0.0,,0.0,24.0,0.25,0.0,high
MEXESMM06CO047,Intermittent,C,23.0,2.0,547.0,0.0,26.0,0.25,8.0,low
MESGSAS01BK037,Intermittent,C,15.0,7.0,181.83333333333334,0.0,21.0,0.25,28.0,low
MEXESMM05BK046,Intermittent,C,39.0,15.0,12.0,0.0,26.0,0.25,60.0,low
MEXESMM06CO036,Intermittent,C,33.0,9.0,665.8888888888889,0.0,26.0,0.25,36.0,low
MEXESMM06CO037,Intermittent,B,64.0,12.0,478.72727272727275,0.0,26.0,0.25,48.0,low
MFPFAMM02BK042,Intermittent,C,17.0,28.0,340.8,0.0,26.0,0.25,112.0,low
MFPEAMM01VC042,Intermittent,C,13.0,14.0,702.7,0.0,26.0,0.25,56.0,low
MFPEAMM02BK0XS,Intermittent,C,22.0,19.0,700.5714285714286,0.0,26.0,0.25,76.0,low
MEXGSAS01CO045,Intermittent,C,23.0,29.0,182.875,0.0,21.0,0.25,116.0,low
MEXGSAS01BK042,Intermittent,C,10.0,20.0,199.9375,0.0,22.0,0.25,80.0,low
MEXGSAS01BK043,Intermittent,C,6.0,20.0,205.86666666666667,0.0,22.0,0.25,80.0,low
MEXGAMM04BK043,Smooth,C,3.0,50.0,12.833333333333334,0.0,3.0,0.25,200.0,low
MEXGSAH01BK041,Intermittent,C,7.0,17.0,168.76470588235293,0.0,20.0,0.25,68.0,low
MWHFSTA02Q1001,Lumpy,A,235.0,1.0,477.0,0.0,26.0,0.25,4.0,medium
MXBFSCJ05FF110,Intermittent,B,85.0,2.0,642.0,0.0,26.0,0.25,8.0,low
MEXESMM06CO040,Intermittent,B,135.0,5.0,560.0,0.0,26.0,0.25,20.0,low
MXEEATA01BK001,Lumpy,A,275.0,10.0,677.6666666666666,0.0,26.0,0.25,40.0,low
MHTFAMM09WT00S,Intermittent,C,8.0,1.0,305.0,0.0,24.0,0.25,4.0,medium
MHJESBC02WI0XL,Intermittent,C,14.0,1.0,967.0,0.0,26.0,0.25,4.0,medium
MHJESBC02WI0XS,Intermittent,C,36.0,8.0,959.1666666666666,0.0,26.0,0.25,32.0,low
MHJESBC01ET00S,Intermittent,B,51.0,11.0,930.5555555555555,0.0,26.0,0.25,44.0,low
MHJESMM05CO00L,Intermittent,B,96.0,45.0,674.4137931034483,0.0,26.0,0.25,180.0,low
MHJESBC01ET0XL,Intermittent,C,39.0,6.0,932.0,0.0,26.0,0.25,24.0,low
MEXGSAS01CO043,Intermittent,C,38.0,62.0,206.72727272727272,0.0,22.0,0.25,248.0,low
MXBEAUM04ED001,Intermittent,B,96.0,3.0,665.3333333333334,0.0,26.0,0.25,12.0,low
MXBEACJ05BK115,Intermittent,C,38.0,1.0,754.0,0.0,26.0,0.25,4.0,medium
MXBEACJ05BK095,Intermittent,C,17.0,7.0,745.0,0.0,26.0,0.25,28.0,low
MESFSMM03BK037,Intermittent,C,33.0,13.0,578.5714285714286,0.0,26.0,0.25,52.0,low
MESGAMM06CO039,Intermittent,C,3.0,54.0,12.962962962962964,0.0,5.0,0.25,216.0,low
MXEESAC01CO001,Intermittent,B,115.0,16.0,902.0,0.0,26.0,0.25,64.0,low
MESFSMM11E4040,Intermittent,C,9.0,9.0,372.5,0.0,26.0,0.25,36.0,low
MXEESTA01BK001,Intermittent,A,282.0,24.0,772.8571428571429,0.0,26.0,0.25,96.0,low
MEFGSMM05BK001,Intermittent,C,46.0,100.0,269.45,0.0,23.0,0.25,400.0,low
MEFGAMM074B001,Intermittent,C,3.0,103.0,19.16,0.0,6.0,0.25,412.0,low
MEFEAMM03E4001,Lumpy,B,98.0,17.0,679.5714285714286,0.0,26.0,0.25,68.0,low
MXLAAVI01CO001,Lumpy,A,4595.0,4.0,916.3333333333334,0.0,26.0,0.25,16.0,low
MESGSMM05CO035,Intermittent,C,4.0,4.0,214.5,0.0,22.0,0.25,16.0,low
MYLAAVI01I8001,Intermittent,A,237.0,5.0,136.5,0.0,26.0,0.25,20.0,low
MHJCSCK12YW0XL,Lumpy,C,29.0,1.0,154.0,0.0,26.0,0.25,4.0,medium
MHDESMM01L800M,Intermittent,C,36.0,29.0,454.2142857142857,0.0,26.0,0.25,116.0,low
MESDAMM11CO039,Intermittent,A,276.0,7.0,358.0,0.0,26.0,0.25,28.0,low
MEZEAZZ23ZZ001,Intermittent,C,3.0,6.0,562.0,0.0,26.0,0.25,24.0,low
MEXDAMM09CO047,Intermittent,C,36.0,1.0,1095.0,0.0,26.0,0.25,4.0,medium
MHPGSBC01BK0XL,Intermittent,C,3.0,34.0,77.7741935483871,0.0,12.0,0.25,136.0,low
MXZGATA20BK001,Intermittent,C,3.0,136.0,90.83823529411765,0.0,16.0,0.25,544.0,low
MXZFSTA08BK001,Intermittent,A,276.0,104.0,338.3636363636364,0.0,26.0,0.25,416.0,low
MEFGAMM12CO001,Intermittent,C,3.0,260.0,13.195121951219512,0.0,3.0,0.25,1040.0,low
MEFGAMM12QH001,Intermittent,C,3.0,270.0,11.487804878048781,0.0,3.0,0.25,1080.0,low
MMVGATT04BK001,Intermittent,C,3.0,79.0,35.12903225806452,0.0,8.0,0.25,316.0,low
MMKEAVE02CO001,Intermittent,B,146.0,5.0,826.0,0.0,26.0,0.25,20.0,low
MEZGSZZ12ZZ001,Intermittent,C,4.0,0.0,,0.0,4.0,0.25,0.0,high
MMKCSBG01BK001,Intermittent,A,554.0,6.0,861.6,0.0,26.0,0.25,24.0,low
MMKEAAC01VC001,Lumpy,A,277.0,3.0,726.3333333333334,0.0,26.0,0.25,12.0,low
MMKDSVE04IW001,Lumpy,A,251.0,22.0,1170.111111111111,0.0,26.0,0.25,88.0,low
MMKDSVE08CO001,Intermittent,A,545.0,1.0,1196.0,0.0,26.0,0.25,4.0,medium
MMVEATT06BK001,Intermittent,B,134.0,22.0,606.5,0.0,26.0,0.25,88.0,low
MFPESMM03WI042,Intermittent,B,53.0,6.0,985.75,0.0,26.0,0.25,24.0,low
MFPESMM05BK042,Intermittent,C,31.0,16.0,875.8888888888889,0.0,26.0,0.25,64.0,low
MHPGSBC01GK00M,Intermittent,C,31.0,50.0,253.3111111111111,0.0,23.0,0.25,200.0,low
MHPGSBC01GK00S,Intermittent,C,16.0,23.0,261.17391304347825,0.0,23.0,0.25,92.0,low
MHPGSBC01GK0XL,Intermittent,C,20.0,23.0,260.3333333333333,0.0,23.0,0.25,92.0,low
MHTEAMM07BK0XL,Intermittent,B,72.0,17.0,387.52941176470586,0.0,26.0,0.25,68.0,low
MMTGSTA01CO001,Intermittent,C,21.0,29.0,228.46666666666667,0.0,21.0,0.25,116.0,low
MMVAAVY02WT001,Intermittent,B,100.0,20.0,760.0769230769231,0.0,26.0,0.25,80.0,low
MXZFSTT01Q2001,Intermittent,C,26.0,36.0,472.5,0.0,26.0,0.25,144.0,low
MFTDAMM01CO0XL,Intermittent,C,46.0,7.0,1157.6,0.0,26.0,0.25,28.0,low
MHTDAMM01BK0XL,Intermittent,A,236.0,19.0,1016.7142857142857,0.0,26.0,0.25,76.0,low
MXZFATA16WT001,Intermittent,C,24.0,7.0,366.6666666666667,0.0,26.0,0.25,28.0,low
MEFFSMM05L8001,Intermittent,B,124.0,38.0,622.8,0.0,26.0,0.25,152.0,low
