sku_cd,demand_class,abc_class,total_qty,eligible_min_24_weeks,stock_risk,coverage_weeks,weekly_velocity,promo_lift,promo_influence,recommended_action
MXZBSVI07BK001,Lumpy,B,106.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MFTCAMM01WT00S,Intermittent,B,106.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYAEAAC01BK001,Intermittent,B,106.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYADSLM01J3001,Intermittent,B,106.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MFTBSMM11N400S,Intermittent,B,106.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXBABC02WT044,Intermittent,B,106.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXCAMM15BK410,Lumpy,B,106.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESCAMM06BW037,Intermittent,B,106.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXBCSTC01CO100,Intermittent,B,106.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHACSCK02YW00M,Lumpy,B,106.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHACSMM02EH2XL,Lumpy,B,106.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXZDATA06FF001,Intermittent,B,106.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYLESAC01G0001,Intermittent,B,106.0,True,low,28.799999999999997,0.8333333333333334,,unknown,use_intermittent_or_hierarchical_forecast
MFADAMM01U700M,Lumpy,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXCSMM26BK455,Lumpy,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWBGSEA01BK001,Intermittent,B,105.0,True,low,75.11111111111111,2.25,,unknown,use_intermittent_or_hierarchical_forecast
MEFCSSX06QV001,Intermittent,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYABAPA01BK001,Lumpy,B,105.0,True,high,0.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MHTESBC01WT00S,Intermittent,B,105.0,True,low,98.39999999999999,0.4166666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MYSEAAC01VC001,Lumpy,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MMKGSVE034B001,Intermittent,B,105.0,False,low,72.93203883495146,8.583333333333334,,unknown,cold_start_attribute_pooling
MXZGSTA04BK001,Intermittent,B,105.0,True,low,10.421052631578949,3.1666666666666665,,unknown,use_intermittent_or_hierarchical_forecast
MHTESMM05BK00S,Intermittent,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MFTCAMM06WT00S,Intermittent,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWSBSLM02QH001,Lumpy,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESCAMM09CO040,Intermittent,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWRAACG03BK001,Intermittent,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXZAAVI17QH001,Intermittent,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MFADSMM05BK00M,Intermittent,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXBDACJ04CO001,Intermittent,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXDATD01CO046,Intermittent,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MMTEAAK03BK001,Intermittent,B,105.0,True,low,84.0,0.16666666666666666,,unknown,use_intermittent_or_hierarchical_forecast
MXEBAVI02BK001,Intermittent,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEZDSMM11BK00L,Intermittent,B,105.0,True,low,108.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MXLDSTA01MT001,Lumpy,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEGBAMM13SA001,Intermittent,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEFASMM04O5001,Lumpy,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYSEAAK01XC001,Intermittent,B,105.0,True,low,43.71428571428571,1.1666666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MYSEAAK01K2001,Lumpy,B,105.0,True,high,1.090909090909091,1.8333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MEXDAMM07BK043,Lumpy,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEHFAMM01BK001,Intermittent,B,105.0,True,low,175.2,0.4166666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MXZDATA04BK001,Intermittent,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESCAMM11L6038,Lumpy,B,105.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESESMM05WT039,Intermittent,B,105.0,True,medium,4.0,0.25,,unknown,use_intermittent_or_hierarchical_forecast
MEXESAJ03CF043,Intermittent,B,105.0,True,low,16.0,0.25,,unknown,use_intermittent_or_hierarchical_forecast
MEGEAMM03BK001,Intermittent,B,104.0,True,low,372.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MMTBSBF02BK001,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWBAASE05NV001,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHACAMM03WO0XL,Lumpy,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHTCSCK02BK00S,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXDAMM07CO044,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MMRBATQ02EG001,Lumpy,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXBAMM03CO044,Lumpy,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESESAH02CO038,Intermittent,B,104.0,True,low,76.0,0.5,,unknown,use_intermittent_or_hierarchical_forecast
MXBFSCJ05FF100,Intermittent,B,104.0,True,low,48.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MMGESVE01CO001,Intermittent,B,104.0,True,low,36.0,0.25,,unknown,use_intermittent_or_hierarchical_forecast
MMKGSVE06BK001,Intermittent,B,104.0,True,low,8.0,5.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXDATD01CO045,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYZFATA03PZ001,Intermittent,B,104.0,True,low,62.72727272727273,1.8333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MYLFATA05BK001,Lumpy,B,104.0,True,low,87.42857142857142,1.1666666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MESCASW01LL039,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESAAMM19CO038,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHWCAMM02OW0XL,Lumpy,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESCSMM27CO036,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXZGSTA13BW001,Intermittent,B,104.0,True,low,36.52173913043478,3.8333333333333335,,unknown,use_intermittent_or_hierarchical_forecast
MEZCAMM05BW001,Lumpy,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWTDABO04UQ001,Lumpy,B,104.0,True,high,0.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MHJDSMM06BK00L,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHACSCK04BK00M,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHJDSBC01EH00M,Lumpy,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXDATD01BK044,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXCSMM05I6043,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWPFAUP02LU001,Lumpy,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHADSJP01BK0XL,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEGBAMM04BK001,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEFFSMM134A001,Intermittent,B,104.0,True,low,10.0,0.5,,unknown,use_intermittent_or_hierarchical_forecast
MXZBSXL03WT001,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXADSTA03BK001,Intermittent,B,104.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESDATD01CO037,Intermittent,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHYASBM06BK00S,Lumpy,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWRCSUP02WT001,Intermittent,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESCSSX02Y3036,Intermittent,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXZGSTA22MT001,Intermittent,B,103.0,True,low,192.0,0.4166666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MXABABC01QP001,Lumpy,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXZDATA10BK001,Intermittent,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWZAABF01RP001,Lumpy,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXCAMM14CO043,Intermittent,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXESMM05BK043,Intermittent,B,103.0,True,low,114.0,0.3333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MECCAZY01WT001,Lumpy,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXSFSTA021B001,Intermittent,B,103.0,True,low,28.0,0.25,,unknown,use_intermittent_or_hierarchical_forecast
MXZ9AVI52CO001,Lumpy,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWTBSNN03BK001,Intermittent,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHTBASP01VY00L,Intermittent,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXCATD01ED041,Lumpy,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESEAMM07CO038,Intermittent,B,103.0,True,low,36.0,0.25,,unknown,use_intermittent_or_hierarchical_forecast
MEGFSMM05CM001,Intermittent,B,103.0,True,low,24.0,0.8333333333333334,,unknown,use_intermittent_or_hierarchical_forecast
MEXCAMM12W9405,Intermittent,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHYASBM03RE00M,Lumpy,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MFADSMM05BK00S,Intermittent,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEFEAMM03Y9001,Lumpy,B,103.0,True,low,252.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MEXEAAJ01BK041,Intermittent,B,103.0,True,low,175.2,0.4166666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MYLDSLD02L7001,Lumpy,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXEBSMM02WT001,Intermittent,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESCASW01LL036,Lumpy,B,103.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWPGSMT02WT001,Smooth,B,103.0,False,low,61.79439252336449,8.916666666666666,,unknown,cold_start_attribute_pooling
MFPCSMM04WI00S,Lumpy,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXESMM05BK042,Intermittent,B,102.0,True,low,456.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MWTESBO01Y0001,Intermittent,B,102.0,True,low,36.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MYBESTA01CO090,Lumpy,B,102.0,True,high,0.0,0.16666666666666666,,unknown,use_intermittent_or_hierarchical_forecast
MEXDAMM07BK042,Intermittent,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MFTBSMM11N400M,Intermittent,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESCSSX02Y3037,Intermittent,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEGFSMM05BK001,Intermittent,B,102.0,True,low,40.0,0.5,,unknown,use_intermittent_or_hierarchical_forecast
MWRESAK03BK001,Intermittent,B,102.0,True,low,92.0,0.75,,unknown,use_intermittent_or_hierarchical_forecast
MYZEAAK02VC001,Intermittent,B,102.0,True,medium,4.363636363636364,0.9166666666666666,,unknown,use_intermittent_or_hierarchical_forecast
MEGEAMM12CP001,Intermittent,B,102.0,True,low,45.6,0.4166666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MYSESXT02WG001,Intermittent,B,102.0,True,high,3.0,0.3333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MWSCALM05IW001,Intermittent,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXBAAMM01CO001,Lumpy,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXEGSTA13CO001,Intermittent,B,102.0,True,low,48.0,0.5833333333333334,,unknown,use_intermittent_or_hierarchical_forecast
MEZGSMM01WT0ML,Intermittent,B,102.0,True,low,22.2,3.3333333333333335,,unknown,use_intermittent_or_hierarchical_forecast
MYZAAMM06JH001,Lumpy,B,102.0,True,low,24.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MHTDSMM09BK0XL,Intermittent,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEFDAMM07BK001,Intermittent,B,102.0,True,low,10.285714285714285,0.5833333333333334,,unknown,use_intermittent_or_hierarchical_forecast
MESCASW02CO036,Intermittent,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHPDSJP01BK00L,Intermittent,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MES8AMM60BK039,Lumpy,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MES8AMM60BK040,Lumpy,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHTCSCK02YW00S,Intermittent,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXESMM06CO038,Intermittent,B,102.0,True,low,36.0,0.16666666666666666,,unknown,use_intermittent_or_hierarchical_forecast
MEFESMM08G0001,Intermittent,B,102.0,True,low,144.0,0.16666666666666666,,unknown,use_intermittent_or_hierarchical_forecast
MMZCSFO01VS001,Lumpy,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWPAAVI02WT001,Intermittent,B,102.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEGCSMM01EG001,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHABAMM01BK00M,Lumpy,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXCAMM15BK430,Lumpy,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MMKASVE14H2001,Lumpy,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MMKASVE11CO001,Lumpy,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXZGSTT04BK001,Intermittent,B,101.0,True,medium,6.915254237288135,4.916666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MYLDSTA02BK001,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYLDSLM01J3001,Lumpy,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXBBSVI04BW110,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWRAACG05CO001,Lumpy,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYADSTA02QZ001,Lumpy,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MMRCAKK02U6001,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXCSMM27YN385,Lumpy,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWEBSXT03VZ001,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHTESMM05BK2XL,Intermittent,B,101.0,True,low,156.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MEHCAMM11WI001,Lumpy,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MFADAMM06BK00L,Lumpy,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEGBAMM05BK001,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYADALD02J8001,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXEBSMM02QH001,Lumpy,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYLCSFO02EP001,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEZCAMM14BK001,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MFADSMM04BK00M,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEZCAMM13BK0SM,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYSESAC02CO001,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXZESTT02BK001,Intermittent,B,101.0,True,low,76.0,0.25,,unknown,use_intermittent_or_hierarchical_forecast
MESCSMM26CO036,Lumpy,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MMRBASX01R0001,Intermittent,B,101.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MFADAMM06BK00S,Lumpy,B,100.0,True,low,9.2,2.5,,unknown,use_intermittent_or_hierarchical_forecast
MWKBSXL02CO001,Intermittent,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MPFEAMM02T1001,Intermittent,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYLEAAK01K2001,Lumpy,B,100.0,True,medium,4.0,1.0,,unknown,use_intermittent_or_hierarchical_forecast
MESDSSW03QZ039,Intermittent,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWSCALM03J3001,Intermittent,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MMVAAVY02WT001,Intermittent,B,100.0,True,low,80.0,0.25,,unknown,use_intermittent_or_hierarchical_forecast
MEZFAZZ11ZZ001,Lumpy,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEZDAZZ02ZZ001,Lumpy,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHWDSMM01HO00M,Intermittent,B,100.0,True,low,8.0,0.25,,unknown,use_intermittent_or_hierarchical_forecast
MWPCATA05CO001,Lumpy,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESDALD05CO038,Intermittent,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEZDAZZ03ZZ001,Lumpy,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXZBSMM12CO001,Intermittent,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXCSMM27YN425,Lumpy,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MFTBABC01QW0XS,Intermittent,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYBCSTC02BK090,Lumpy,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXBESCJ02CO115,Intermittent,B,100.0,True,low,12.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MYAASDA01JF001,Lumpy,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXZDSTT02CO001,Intermittent,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHTBAMM04O900S,Lumpy,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MES8AMM60BK038,Intermittent,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MMVAAVY01WT001,Intermittent,B,100.0,True,low,63.0,0.3333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MEEDAMM04BK001,Lumpy,B,100.0,True,high,0.0,0.4166666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MEXESAJ03BW042,Intermittent,B,100.0,True,low,67.2,0.4166666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MEXDAMM01BK041,Intermittent,B,100.0,True,high,0.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MEXCAMM10BW041,Intermittent,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWSEAAK04BK001,Intermittent,B,100.0,True,low,73.33333333333333,0.75,,unknown,use_intermittent_or_hierarchical_forecast
MYBFSUM02I9090,Intermittent,B,100.0,True,low,90.0,0.16666666666666666,,unknown,use_intermittent_or_hierarchical_forecast
MWSDSLM03SA001,Lumpy,B,100.0,True,low,45.6,1.25,,unknown,use_intermittent_or_hierarchical_forecast
MEXDSTD01LE042,Intermittent,B,100.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXAEATA01QH001,Intermittent,B,99.0,True,low,24.0,0.4166666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MEHDAMM07BK001,Lumpy,B,99.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEHFSBC01BK001,Intermittent,B,99.0,True,low,708.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MYAAAKM01BK001,Lumpy,B,99.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXZEATT02BK001,Intermittent,B,99.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHTESMM05CO2XL,Intermittent,B,99.0,True,low,36.0,0.16666666666666666,,unknown,use_intermittent_or_hierarchical_forecast
MHTCAMM07BK00L,Intermittent,B,99.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHJESMM05CO00S,Intermittent,B,99.0,True,low,52.8,0.8333333333333334,,unknown,use_intermittent_or_hierarchical_forecast
MEXCAMM10BW042,Intermittent,B,99.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MYZDATA04BK001,Intermittent,B,99.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHTDSMM14BK00M,Intermittent,B,99.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHTEAMM10BK00M,Intermittent,B,99.0,True,high,0.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MHPBASP01BK00L,Intermittent,B,99.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXEAAJ01BK045,Intermittent,B,99.0,True,low,38.769230769230774,1.0833333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MEZCAMM16WT0ML,Intermittent,B,99.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESDAMM08CO039,Intermittent,B,99.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MESESAH01MT039,Intermittent,B,99.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXBABC02BK041,Intermittent,B,99.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXAAMM11WT041,Lumpy,B,99.0,True,low,60.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MYZBAMM03H9001,Lumpy,B,99.0,True,low,24.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MYZBAMM01WN001,Intermittent,B,99.0,True,low,12.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MEGESMM03LU001,Intermittent,B,99.0,True,low,68.3076923076923,1.0833333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MHTESMM04CO0XL,Intermittent,B,99.0,True,high,0.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MEXESAJ03CF044,Intermittent,B,98.0,True,low,10.0,0.5,,unknown,use_intermittent_or_hierarchical_forecast
MYADALM01BK001,Intermittent,B,98.0,True,low,67.2,0.4166666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MHTCAMM02WT0XL,Intermittent,B,98.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MEXBSMM13R0045,Intermittent,B,98.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWSDSTA02BK001,Intermittent,B,98.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MELCSVD01BK001,Intermittent,B,98.0,True,low,210.0,0.16666666666666666,,unknown,use_intermittent_or_hierarchical_forecast
MXBESTA04G0001,Intermittent,B,98.0,True,low,108.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MMKDSVE07H1001,Lumpy,B,98.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MMLFSTA08XC001,Intermittent,B,98.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MFPCSCK03BK00M,Intermittent,B,98.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXZFATA05WT001,Intermittent,B,98.0,True,low,38.666666666666664,2.25,,unknown,use_intermittent_or_hierarchical_forecast
MXZESTT03BK001,Intermittent,B,98.0,True,low,264.0,0.08333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MXBDSCJ14H1001,Lumpy,B,98.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MHTFSMM17L800L,Intermittent,B,98.0,True,low,36.0,0.3333333333333333,,unknown,use_intermittent_or_hierarchical_forecast
MMZGSFI02BK001,Intermittent,B,98.0,True,low,22.08,4.166666666666667,,unknown,use_intermittent_or_hierarchical_forecast
MWZAABF01BK001,Lumpy,B,98.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXEAAMD01JH001,Intermittent,B,98.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MWSCALM04IW001,Intermittent,B,98.0,True,low,,0.0,,unknown,use_intermittent_or_hierarchical_forecast
MXEESAC01I9001,Intermittent,B,98.0,True,low,60.0,0.4166666666666667,,unknown,use_intermittent_or_hierarchical_forecast
